config,param,entry
deu_validation/stage3b_outputs/stage3b2_tiny_sampler_smoke_test_smoke_sampler.yaml,deu_lensed_phase_profile,TEXT_MATCH_ONLY__CHECK_CONFIG_MANUALLY
deu_validation/stage3b_outputs/stage3b3_short_pilot_chain_pilot_sampler.yaml,omega_b,"{""prior"": {""max"": 0.0221, ""min"": 0.0219}, ""proposal"": 2.5e-05, ""ref"": 0.022}"
deu_validation/stage3b_outputs/stage3b3_short_pilot_chain_pilot_sampler.yaml,n_s,"{""prior"": {""max"": 0.9825, ""min"": 0.9805}, ""proposal"": 0.00025, ""ref"": 0.981875}"
deu_validation/stage3b_outputs/stage3b3_short_pilot_chain_pilot_sampler.yaml,A_planck,"{""prior"": {""max"": 1.03, ""min"": 1.02}, ""proposal"": 0.0015, ""ref"": 1.025}"
deu_validation/stage3b_outputs/stage3b3_short_pilot_chain_pilot_sampler.yaml,a_planck,TEXT_MATCH_ONLY__CHECK_CONFIG_MANUALLY
deu_validation/stage3b_outputs/stage3b3_short_pilot_chain_pilot_sampler.yaml,deu_lensed_phase_profile,TEXT_MATCH_ONLY__CHECK_CONFIG_MANUALLY
deu_validation/stage3b_outputs/stage3b4_convergence_precheck_pilot_pilot_sampler.yaml,omega_b,"{""prior"": {""max"": 0.0221, ""min"": 0.0219}, ""proposal"": 2.5e-05, ""ref"": 0.022}"
deu_validation/stage3b_outputs/stage3b4_convergence_precheck_pilot_pilot_sampler.yaml,n_s,"{""prior"": {""max"": 0.9825, ""min"": 0.9805}, ""proposal"": 0.00025, ""ref"": 0.981875}"
deu_validation/stage3b_outputs/stage3b4_convergence_precheck_pilot_pilot_sampler.yaml,A_planck,"{""prior"": {""max"": 1.03, ""min"": 1.02}, ""proposal"": 0.0015, ""ref"": 1.025}"
deu_validation/stage3b_outputs/stage3b4_convergence_precheck_pilot_pilot_sampler.yaml,a_planck,TEXT_MATCH_ONLY__CHECK_CONFIG_MANUALLY
deu_validation/stage3b_outputs/stage3b4_convergence_precheck_pilot_pilot_sampler.yaml,deu_lensed_phase_profile,TEXT_MATCH_ONLY__CHECK_CONFIG_MANUALLY
deu_validation/stage3b_outputs/stage3b5_extended_convergence_gate_pilot_pilot_sampler.yaml,omega_b,"{""prior"": {""max"": 0.0221, ""min"": 0.0219}, ""proposal"": 2.5e-05, ""ref"": 0.022}"
deu_validation/stage3b_outputs/stage3b5_extended_convergence_gate_pilot_pilot_sampler.yaml,n_s,"{""prior"": {""max"": 0.9825, ""min"": 0.9805}, ""proposal"": 0.00025, ""ref"": 0.981875}"
deu_validation/stage3b_outputs/stage3b5_extended_convergence_gate_pilot_pilot_sampler.yaml,A_planck,"{""prior"": {""max"": 1.03, ""min"": 1.02}, ""proposal"": 0.0015, ""ref"": 1.025}"
deu_validation/stage3b_outputs/stage3b5_extended_convergence_gate_pilot_pilot_sampler.yaml,a_planck,TEXT_MATCH_ONLY__CHECK_CONFIG_MANUALLY
deu_validation/stage3b_outputs/stage3b5_extended_convergence_gate_pilot_pilot_sampler.yaml,deu_lensed_phase_profile,TEXT_MATCH_ONLY__CHECK_CONFIG_MANUALLY
deu_validation/stage3b_outputs/stage3b6_production_preflight_production_sampler.yaml,omega_b,"{""prior"": {""max"": 0.0221, ""min"": 0.0219}, ""proposal"": 2.5e-05, ""ref"": 0.022}"
deu_validation/stage3b_outputs/stage3b6_production_preflight_production_sampler.yaml,n_s,"{""prior"": {""max"": 0.9825, ""min"": 0.9805}, ""proposal"": 0.00025, ""ref"": 0.981875}"
deu_validation/stage3b_outputs/stage3b6_production_preflight_production_sampler.yaml,A_planck,"{""prior"": {""max"": 1.03, ""min"": 1.02}, ""proposal"": 0.0015, ""ref"": 1.025}"
deu_validation/stage3b_outputs/stage3b6_production_preflight_production_sampler.yaml,a_planck,TEXT_MATCH_ONLY__CHECK_CONFIG_MANUALLY
deu_validation/stage3b_outputs/stage3b6_production_preflight_production_sampler.yaml,deu_lensed_phase_profile,TEXT_MATCH_ONLY__CHECK_CONFIG_MANUALLY
deu_validation/stage3b_outputs/stage3b7_first_production_checkpoint_execution_sampler.yaml,omega_b,"{""prior"": {""max"": 0.0221, ""min"": 0.0219}, ""proposal"": 2.5e-05, ""ref"": 0.022}"
deu_validation/stage3b_outputs/stage3b7_first_production_checkpoint_execution_sampler.yaml,n_s,"{""prior"": {""max"": 0.9825, ""min"": 0.9805}, ""proposal"": 0.00025, ""ref"": 0.981875}"
deu_validation/stage3b_outputs/stage3b7_first_production_checkpoint_execution_sampler.yaml,A_planck,"{""prior"": {""max"": 1.03, ""min"": 1.02}, ""proposal"": 0.0015, ""ref"": 1.025}"
deu_validation/stage3b_outputs/stage3b7_first_production_checkpoint_execution_sampler.yaml,a_planck,TEXT_MATCH_ONLY__CHECK_CONFIG_MANUALLY
deu_validation/stage3b_outputs/stage3b7_first_production_checkpoint_execution_sampler.yaml,deu_lensed_phase_profile,TEXT_MATCH_ONLY__CHECK_CONFIG_MANUALLY
deu_validation/stage3b_outputs/stage3b9_additional_production_chains_readiness_additional_sampler.yaml,omega_b,"{""prior"": {""max"": 0.0221, ""min"": 0.0219}, ""proposal"": 2.5e-05, ""ref"": 0.022}"
deu_validation/stage3b_outputs/stage3b9_additional_production_chains_readiness_additional_sampler.yaml,n_s,"{""prior"": {""max"": 0.9825, ""min"": 0.9805}, ""proposal"": 0.00025, ""ref"": 0.981875}"
deu_validation/stage3b_outputs/stage3b9_additional_production_chains_readiness_additional_sampler.yaml,A_planck,"{""prior"": {""max"": 1.03, ""min"": 1.02}, ""proposal"": 0.0015, ""ref"": 1.025}"
deu_validation/stage3b_outputs/stage3b9_additional_production_chains_readiness_additional_sampler.yaml,a_planck,TEXT_MATCH_ONLY__CHECK_CONFIG_MANUALLY
deu_validation/stage3b_outputs/stage3b9_additional_production_chains_readiness_additional_sampler.yaml,deu_lensed_phase_profile,TEXT_MATCH_ONLY__CHECK_CONFIG_MANUALLY
